RISK_ID,RISK_IDENTIFIER,PROJECT_ID,PROJECT_NAME,USACE_ORGANIZATION,P2_PROGRAM_CODE,P2_NUMBER,DISTRICT_CODE,RISK_NAME,RISKCATEGORY,RISKCATEGORYID,RISK_STATEMENT,PROB_OCCURRENCE,LIKELIHOOD,LIKELIHOOD_DESC,PROB_OCCURRENCE_EVIDENCE,OCCURRENCECONFIDENCEID,RISKOWNERDISCIPLINEID,DISCIPLINE,DISCIPLINE_ACRONYM,RISKMANAGERID,RISK_MANAGER,PERFORMANCEIMPACTTYPEID,PERFORMANCEIMPACT,PERFORMANCEIMPACT_DESC,PERFORMANCEIMPACT_IMPCT,PERFORMANCE_IMPACT_DESC,PERFORMANCEIMPACT_RISK_RANKING,PERFORMANCE_RANK_DESC,COST_IMPACT_LOWEST,COST_IMPACT_MOSTLIKELY,COST_IMPACT_HIGHEST,COST_IMPACT_EVIDENCE,COST_RISK_RANKING,COST_RANK_DESC,SCHEDULE_IMPACT_LOWEST,SCHEDULE_IMPACT_MOSTLIKELY,SCHEDULE_IMPACT_HIGHEST,SCHEDULE_IMPACT_EVIDENCE,SCHEDULE_RISK_RANKING,SCHEDULE_RANK_DESC,RISKSTATUSID,ID,RISKSTATUS,PROJECTPHASEID,LIFECYCLEPHASENAME,PROJECTMILESTONEID,MILESTONE,EDITDATE,LOCKSTATUS,USER_ID,ENTERED_BY_USER,COST_IMPACT_DISTTYPE,COST_IMPACT_DISTDESC,SCHEDULE_IMPACT_DISTTYPE,SCHEDULE_IMPACT_DISTDESC,NO_PERFORMANCE_IMPACT,NO_PERFORMANCE_IMPACT_TEXT,NO_COST_IMPACT,NO_COST_IMPACT_TEXT,NO_SCHEDULE_IMPACT,NO_SCHEDULE_IMPACT_TEXT
39,RLE-39,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Real Estate Acquisition Schedule Slip,Agency Policy and Process,7,Real Estate Acquisition is on the critical path. Condemnation is a realistic expectation for real estate acquisition. Real estate is to be acquired by non-federal sponsor. Schedule does not include condemnations. A certain amount of time is included in the schedule for real estate acquisition and this could be a problem for the sponsor.,1,Very Unlikely,Very Unlikely (5% to 30%),"Possible that real estate acquisition slips schedule. Late award of options could lead to contractor demobilization. According to the State, their condemnation time frame is shorter than expected, so risk is lower than previously estimated during Feasibility.

BC: Condemnations happen but no schedule impact.
ML: Condemnations happen but no schedule impact (with real estate waiver)
WC: 8 months total impact.

DEC-2022 Update:  NTP1 is current on-going and should be completed by 2025 (9 potential condemnations but unlikely).  NTP2 (Easements) should have less schedule risk.  NTP3 could carry more schedule risk if there are condemnations.",,18,Real Estate,RLE,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Low risk on project cost being impacted. ,1,Opportunity,0,0,0,Low risk on schedule being impacted. ,1,Opportunity,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,Survey and Geotech Characterization,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
40,PRM-40,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Future Pay Scale Changes,Agency Policy and Process,7,There could be some changes in pay scales for the various disciplines which could impact the current estimated labor costs for the 30-31 accounts.,3,Likely,Likely (50% to 70%),"The base estimate ($21.5M for 30-31) does not account for this elevated rate that could be implemented during the life of this project.

BC: No change from base estimate
WC:  Assume on average about a 10% cost increase.",,17,Project Management,PRM,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,2778397,Medium risk of cost being impacted. ,2,Low,0,0,0,Low risk of schedule being impacted. ,1,Opportunity,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,Survey and Geotech Characterization,17-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
41,PRM-41,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Variation in Supervision & Administration Costs,Info and Data Analysis,1,"S&A could vary based on construction as well as factors related to number of reviews, number of involved parties, and variation in current estimated costs.",4,Very Likely,Very Likely (70% to 90%),"S&A could vary in both directions.
BC: 10% decrease, ML: Base estimate, WC: 25% increase

DEC-2022 Update:  Base estimate has $10.3M for 6-MO procurement and 4.5-year of a construction schedule (6-10s) with some ramp up/downs (max burn rate is about $2.7M per year).

BC/ML:  No change from base estimate
WC: 10% higher",,17,Project Management,PRM,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,1085897,Medium risk for cost to be impacted. ,2,Low,0,0,0,Low risk for schedule to be impacted. ,1,Opportunity,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,Survey and Geotech Characterization,17-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
42,OTH-42,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Flooding of Work Limits,Site Conditions,6,"The estimate does not currently consider costs associated with such flooding, which would include equipment standby and cleanup among other things. Most if not all of the likely borrow sites for Lower mud reside in low-lying lands that are bound to frequent flooding. 1 year event floods borrow areas and other areas within work limits.",4,Very Likely,Very Likely (70% to 90%),"Very likely to have flood events during construction. Impacts would include cleanup costs and delays in construction. Possibility of rework.

Risk is captured in REF 24 and not modeled here.",,12,Other,OTH,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Medium risk of project cost being impacted. ,1,Opportunity,0,0,0,Medium risk on schedule being impacted. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
43,EPE-43,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Construction Mods & Claims,Contract Performance,4,Potential for construction modifications and claims especially with the current market conditions.,4,Very Likely,Very Likely (70% to 90%),"Low concern over most features of work for mods.

BC: 5% increase in construction cost & schedule
ML: 15% increase
WC: 25% increase
Updated 3.1.2022 per PDT discussion.

DEC-2022 Update:  No change from previous assumptions.  Base schedule is about 52-MO duration.  Most mods could be from differing site conditions.
BC:  1 MO, ML:  3 MO, WC: 6 MO",,21,Construction - Project Engineer,EPE,9414,Jared Humberston,5,Other,,10,,4,High,4183704,12551113,21382522,High risk of project cost being impacted. ,4,High,30,90,180,High risk of project schedule being impacted. ,2,Low,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,302,Triangular Distribution,302,Triangular Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
44,EPE-44,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Weather Delays,Site Conditions,6,Potential for more weather days to occur than assumed.,1,Very Unlikely,Very Unlikely (5% to 30%),"Likely to experience more weather days than allowed but impact to schedule would be less than 4 months. Will likely shut down during Dec-Feb. Could be additional days beyond this. Maybe 4-6 month impact.

DEC-2022 Update:  The base construction schedule has built in anticipated weather delays in the work calendar blocking out time in DEC-JAN-FEB.  Contractors will probably accept some level of risk and this could be an opportunity since they may work some during those months.",,21,Construction - Project Engineer,EPE,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Low risk of cost being impacted. ,1,Opportunity,0,0,0,Low risk of schedule being impacted. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
45,EPE-45,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Seepage Barrier,Site Conditions,6,Seepage barrier will likely be performance spec. Current assumption is long reach excavator.,1,Very Unlikely,Very Unlikely (5% to 30%),Chance that schedule could increase if contractor doesn't install seepage barrier to spec. Schedule impact <4 months. Cost impact should be negligible.,,21,Construction - Project Engineer,EPE,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Low risk of cost being impacted. ,1,Opportunity,0,0,0,Low risk of schedule being impacted. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
46,EPE-46,4072,Lower Mud,Huntington District(LRH),113528,,LRH,"Variation in Pricing, Quantities, Scope",Resource Availability,5,Project will be accomplished over a four year timeline so there could be changes in pricing and quantities.  Pumps and sheet piling pricing could be volatile.,4,Very Likely,Very Likely (70% to 90%),"Very likely that pricing and quantities will vary

BC: Assume 5% reduction in material costs
ML: Base estimate
WC: Assume 5% increase in material costs",,21,Construction - Project Engineer,EPE,9414,Jared Humberston,5,Other,,10,,4,High,-2361107,0,3566047,High risk of cost being impacted. ,2,Low,0,0,0,Low risk of schedule being impacted. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,302,Triangular Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
47,EPE-47,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Expected Cost Variances & Low Risk Events,Agency Policy and Process,7,,3,Likely,Likely (50% to 70%),"Likely that there will be cost variances for lower risk items not specifically modeled.

BC: Assume 5% reduction in costs for lower risk items
ML: Base estimate
WC: Assume 5% increase in costs for lower risk items
",,21,Construction - Project Engineer,EPE,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,-1240484,0,1240484,Medium risk of cost being impacted. ,1,Opportunity,0,0,0,Low risk of schedule being impacted. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,302,Triangular Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
48,PRM-48,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Variation in Fuel Prices,Resource Availability,5,The construction contract is a heavy earthwork contract and will be more susceptible to cost variation due to varying fuel prices,3,Likely,Likely (50% to 70%),"Likely that fuel prices will vary

BC: Assume $2.50/gal diesel and $2/gal gasoline
ML: Base estimate
WC: $4.50/gal diesel and $4/gal gasoline

***Update BC,ML & WC once final MII is prepared.

DEC-2022 Update:  The base estimate assumes $4.14/GAL + $5.49 for Off-Road Diesel + $5.58 for On-Road Diesel.",,17,Project Management,PRM,9414,Jared Humberston,1,Asset Condition,High impact on the project costs. ,10,,3,Medium,-5891531,0,4263329,High risk of cost being impacted. ,1,Opportunity,0,0,0,Low risk of schedule being impacted. ,1,Opportunity,1,1,Active,6,Construction,18,Construction Start Date,17-Aug-23,0,9514,Jared Humberston,302,Triangular Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
49,CNT-49,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Variation in Productivity/Crew Assumptions,Contract Performance,4,Assumptions for the contractor's productivity and crew makeup could differ from the base estimate.,3,Likely,Likely (50% to 70%),"Likely that crew productivity and makeup could vary from base estimate. Base estimate assumes 51/60 minutes (85%) productivity.

BC: Assume 90% productivity
ML: Base estimate
WC: Assume 75% productivity

DEC-2022 Update:
BC:  Assume 5% faster
WC:  Assume 10% slower",,1,Contracting,CNT,9414,Jared Humberston,5,Other,Could cause major problems with schedule and cost. ,10,,3,Medium,-4959887,0,11888887,High risk of cost being impacted. ,2,Low,-60,0,180,High risk of schedule being impacted. ,2,Low,1,1,Active,6,Construction,18,Construction Start Date,17-Aug-23,0,9514,Jared Humberston,302,Triangular Distribution,302,Triangular Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
50,PRM-50,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Variation in Gas Line Relocation Pricing,Site Conditions,6,"Due to compressed estimating effort, an updated quote for gas line relocation was not able to be obtained. Price was escalated from FY03 to FY19.",3,Likely,Likely (50% to 70%),"Pricing likely to vary due to age of quote.

BC: Base estimate
WC: 15% increase in unit cost

11MAY2022 Update:

Risk item updated in response to ATR comment.  

BC: -$500K
ML: base estimate ($0)
WC: 15% increase in unit cost

DEC-2022 Update:  Captured in REF 13",,17,Project Management,PRM,9414,Jared Humberston,5,Other,,5,Minor Problem,2,Low,0,0,0,Medium risk of cost being impacted. ,1,Opportunity,0,0,0,Low risk of schedule impacts. ,1,Opportunity,1,1,Active,6,Construction,16,Construction Contract Award,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
51,PRM-51,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Escalation Exceeds CWCCIS,Info and Data Analysis,1,CWCCIS can be low for estimating future escalation.,4,Very Likely,Very Likely (70% to 90%),"Certain that escalation rates will vary.

DEC-2022 Update:  CWCCIS future projection is about 2.6% per year for construction and 2.2% per year for labor.",,17,Project Management,PRM,9414,Jared Humberston,5,Other,,10,,4,High,0,0,18361450,High risk of cost being impacted.,3,Medium,0,0,0,Low risk of schedule being impacted. ,1,Opportunity,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,Survey and Geotech Characterization,17-Aug-23,0,9514,Jared Humberston,306,Uniform Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
52,PRM-52,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Political Factors with State and Local Stakeholders,Legislative or Political,8,Potential that sponsor doesn't have the ability to fully fund their portion of construction.,1,Very Unlikely,Very Unlikely (5% to 30%),"Possible that there will be schedule impacts due to funding. Sponsor may have difficulty funding LERRDs and construction according to schedule. Sponsor has identified contractor for LERRDs. No indication that sponsor will be unable to fund project.

BC: 2 month schedule impact
ML: 4 month schedule impact
WC: 12 month schedule impact

DEC-2022 Update:  Captured in funding risk item REF 59 & REF 60.",,17,Project Management,PRM,9414,Jared Humberston,5,Other,,5,Minor Problem,0,No Risk,0,0,0,Low risk of cost impact. ,1,Opportunity,0,0,0,Low risk of schedule impact. ,1,Opportunity,1,1,Active,6,Construction,18,Construction Start Date,17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,0,No Cost Impact,0,No Schedule Impact
53,PRM-53,4072,Lower Mud,Huntington District(LRH),113528,,LRH,Recreation SOW,Agency Policy and Process,7,Change in SOW for the recreation SOW which currently includes work for a small boat launch (kayak).,1,Very Unlikely,Very Unlikely (5% to 30%),The base estimate has about $150k for this SOW.  This SOW is unlikely to change to anything more than negligible cost impacts.,,17,Project Management,PRM,9414,Jared Humberston,5,Other,,5,Minor Problem,0,No Risk,0,0,0,Low risk of cost being impacted. ,1,Opportunity,0,0,0,Low risk of schedule being impacted. ,1,Opportunity,1,1,Active,5,Pre-Construction Engineering and Design (PED),10,Concept Design Phase (35%),17-Aug-23,0,9514,Jared Humberston,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,0,No Cost Impact,0,No Schedule Impact
