RISK_ID,RISK_IDENTIFIER,PROJECT_ID,PROJECT_NAME,P2_LOOKUP,RISK_NAME,RISKCATEGORY,RISKCATEGORYID,RISK_STATEMENT,PROB_OCCURRENCE,LIKELIHOOD,LIKELIHOOD_DISC,PROB_OCCURRENCE_EVIDENCE,OCCURRENCECONFIDENCEID,CONFIDENCE,RISKOWNERDISCIPLINEID,DISCIPLINE,DISCIPLINE_ACRONYM,RISKMANAGERID,RISKMANAGER,PERFORMANCEIMPACTTYPEID,PERFORMANCEIMPACTTYPE,PERFORMANCEIMPACT_DESC,PERFORMANCEIMPACT_IMPCT,PERFORMANCEIMPACT_RISK_RANKING,COST_IMPACT_LOWEST,COST_IMPACT_MOSTLIKELY,COST_IMPACT_HIGHEST,COST_IMPACT_EVIDENCE,SCHEDULE_IMPACT_LOWEST,SCHEDULE_IMPACT_MOSTLIKELY,SCHEDULE_IMPACT_HIGHEST,SCHEDULE_IMPACT_EVIDENCE,SCHEDULE_RISK_RANKING,RISKSTATUSID,ID,RISKSTATUS,PROJECTPHASEID,LIFECYCLEPHASENAME,PROJECTMILESTONEID,ID_1,MILESTONE,EDITDATE,LOCKSTATUS,USER_ID,FIRST_NAME,LAST_NAME,COST_IMPACT_DISTTYPE,SCHEDULE_IMPACT_DISTTYPE,NO_PERFORMANCE_IMPACT,NO_COST_IMPACT,NO_SCHEDULE_IMPACT
19,PLP-19,3593,Lower Mississippi River Comprehensive Management Study,,Study area yet to be defined,"Stakeholder, Sponsor or Partners",9,The left and right limits of the study area have yet to be defined. Changing limits may not be acceptable to existing partners on past studies. Stakeholders are impacted by left and right bounds.,0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 9:49 PM,0,6361,Demetria,Christo,299,299,0,0,0
20,PLP-20,3593,Lower Mississippi River Comprehensive Management Study,,New policies may add analysis time,Legal or Regulatory Actions,10,"New policies, such as new Environmental Justice and Drought policies, may add study analysis time or legal challenges.",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,2/24/2023 9:52 PM,0,6361,Demetria,Christo,299,299,0,0,0
21,PLP-21,3593,Lower Mississippi River Comprehensive Management Study,,Project construction impacts on operation,Contract Performance,4,"It is critical to maintain smooth operation of the Mississippi River during project construction, as the river operation impacts the food supply security of the world. If there are construction delays or operational challenges, there are larger economic and global security risks that may result.
",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,13,Planning - Plan Formulation,PLP,6361,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,6,Construction,16,16,Construction Contract Award,2/24/2023 9:54 PM,0,6361,Demetria,Christo,299,299,0,0,0
22,PLP-22,3593,Lower Mississippi River Comprehensive Management Study,,Duration betw Alternatives Milestone to TSP,Resource Availability,5,Evaluation of multiple Alternatives across business lines and across different geographic areas could stretch out the timeline. Modeling needs will not be known until we have a list of Alternatives.,4,Very Likely,Very Likely (70% to 90%),,,,13,Planning - Plan Formulation,PLP,346,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,2,2,Alternatives ,4/17/2023 7:36 PM,0,6361,Demetria,Christo,299,299,0,0,0
23,PLP-23,3593,Lower Mississippi River Comprehensive Management Study,,Duration between ADM and Final Report,Resource Availability,5,Design considerations for Feasibility Design Phase could be significant (Mitigation Planning/ Navigation Impacts/ FRM Impact/ Existing Operations Impact). Schedule highly dependent on TSP and scope of Public/Legal/Policy Comments.,4,Very Likely,Very Likely (70% to 90%),,,,13,Planning - Plan Formulation,PLP,346,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,5,5,Senior Leaders Briefing,4/17/2023 7:38 PM,0,6361,Demetria,Christo,299,299,0,0,0
2,CNT-2,3631,RumaylanDetention Facility,509717,Bond Waiver,Contract Acquisition,3,"Bonds provide a guarantee that a contractor will fulfill all of their obligations under a construction contract.  Without bonds, and if KTR defaults, there is no surety to take over contract to completion; there is no financial compensation to the owner in case a contractor fails to complete the contract.",5,Extremely Likely,Extremely Likely (90% to 100%),There are no banks in Syria. There is no way to bond. ,,,1,Contracting,CNT,8912,,5,Other,,10,4,0,34717281,0,,0,0,0,,0,1,1,Active,24,,41,41,Contract Required Complete,2/26/2023 10:54 PM,0,8912,Molly,Shannon,299,299,0,0,1
1,RLE-1,3652,DE Inland Bay/Bay Coast,402963,Acquisition ,"Stakeholder, Sponsor or Partners",9,The acquisition of houses that are not suitable to be raised may need to be acquired. ,2,Unlikely,Unlikely (30% to 50%),,,,18,Real Estate,RLE,863,,5,Other,"The unexpected acquisition of houses could be a major impact to performance given the additional time, effort, and cost added if acquisition is needed. ",10,3,0,0,1000000,Estimated cost at $1 million until we have additional real estate information. ,0,365,1095,3 years assumed for the longest time to acquire a home. Will be updated if more info is obtained.,3,1,1,Active,6,Construction,16,16,Construction Contract Award,4/25/2023 12:38 PM,0,8780,Laura,Searles,306,302,0,0,0
2,OTH-2,3652,DE Inland Bay/Bay Coast,402963,$2 Million Study Budget Limitation ,Agency Policy and Process,7,"The total study budget is $2 million with no ability for non-federal sponsor contributions. With a smaller budget, the PDT will need to formulate on lessons learned and will potentially not be able to formulate to the highest standard. ",5,Extremely Likely,Extremely Likely (90% to 100%),This will significantly impact the project since the FCSA is signed and based on communication with the non-federal sponsor. ,,,12,Other,OTH,3290,,8,Agency Strategy,This risk constrains the geographic scope and the examination of alternatives. It also constrains the level of detail able to be explored and there are no opportunities for adding additional members of the PDT for expertise. ,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,5/24/2023 5:16 PM,0,8780,Laura,Searles,302,299,0,1,0
3,PLE-3,3652,DE Inland Bay/Bay Coast,402963,CBRA Compliance,Agency Policy and Process,7,"USFWS may not accept several alternatives, and there are multiple CBRA units in our study area. ",4,Very Likely,Very Likely (70% to 90%),It is very likely that the USFWS will not allow certain alternatives to move forward. ,,,16,Planning - Environmental,PLE,863,,5,Other,The PDT will likely make decisions to avoid CBRA Areas which may impact the performance of the alternatives.,5,2,0,5000,25000,"If we try to circumvent the compliance, the PDT could spend additional money with no positive result. ",0,25,150,"If we try to circumvent the compliance, the PDT could spend additional time with no positive result. ",2,1,1,Active,4,Planning,2,2,Alternatives ,5/12/2023 2:42 PM,0,8780,Laura,Searles,302,302,0,0,0
4,RLE-4,3652,DE Inland Bay/Bay Coast,402963,Real Estate Requirements,"Stakeholder, Sponsor or Partners",9,Public participation and acceptance of required standard estates.  The number of stakeholders and property owners in the study area is significant.  Some private lands may be required for the project.  Any real estate that cannot be acquired without court processes may negatively impact the acquisition schedule. ,3,Likely,Likely (50% to 70%),,,,18,Real Estate,RLE,863,,5,Other,,5,2,0,10000,150000,,0,160,720,,4,1,1,Active,5,Pre-Construction Engineering and Design (PED),11,11,Complete Real Estate Acquisition,5/12/2023 2:47 PM,0,863,Andrew,Roach,302,302,0,0,0
5,EHH-5,3652,DE Inland Bay/Bay Coast,402963,Inlet Surge Barriers Feasibility,Info and Data Analysis,1,May need additional/high fidelity modeling for design of inlet alternatives,2,Unlikely,Unlikely (30% to 50%),"Inlet barrier alternatives have significant constraints on feasibility, including CBRA, estimated cost derived from similar studies, real estate risk, and environmental impact.  H&H is one risk component of overall high risk alternative. ",,,4,Engineering - Hydrology and Hydraulics,EHH,863,,5,Other,,5,2,50000,75000,500000,"If Inlet barrier alternatives are moved forward past the AMM, based on modeling that would be needed, the internal cost could be up to 500000",0,365,0,,4,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,5/24/2023 5:17 PM,0,863,Andrew,Roach,302,299,0,0,0
6,PLP-6,3652,DE Inland Bay/Bay Coast,402963,Study Area Expanding after AMM,"Stakeholder, Sponsor or Partners",9,"Study authorization allows for study area of entire coast of Delaware.  NFS focus for coastal storm risk is on Inland Bays.  NFS has related that multiple studies are ongoing in Wilmington Area for flood risk management.  NAP has recently completed the Dredged Material Utilization study, which has been authorized in WRDA 2020 and amended in WRDA 2022.  This would provide coastal storm risk reduction for communities on Delaware Bay Coast.  Inland Bays area has had very little attention for back-bay flood risk reduction.  Study risk is  including additional areas beyond the Inland Bays post-AMM.",4,Very Likely,Very Likely (70% to 90%),Early planning decision made in concert with NFS and relayed and agreed to by NFS leadership.,,,13,Planning - Plan Formulation,PLP,863,,5,Other,"If larger study area is carried through, project could run out of funding and be terminated. ",10,3,75000,0,200000,"Additional EN modeling and economic modeling and data collection.  If inclusion of DE Bay coast and residual risk of DMU communities, cost would be lower.  If inclusion of Wilmington Area, cost would be high.",90,0,365,"If inclusion of DE Bay coast and residual risk of DMU communities, time would be lower.  If inclusion of Wilmington Area, time would be high.",4,1,1,Active,4,Planning,1,1,Project Initiation,5/24/2023 5:49 PM,0,863,Andrew,Roach,306,306,0,0,0
7,PRM-7,3652,DE Inland Bay/Bay Coast,402963,PDT Workload and Turnover,Resource Availability,5,PDT workload on other projects and turnover of key PDT members over the course of the study could impact schedule and budget.,4,Very Likely,Very Likely (70% to 90%),PDT members have already begun to turnover during first study phase.,,,17,Project Management,PRM,3290,,5,Other,Impact to schedule and budget.,5,2,50000,100000,150000,,90,180,360,,4,1,1,Active,4,Planning,2,2,Alternatives ,4/28/2023 2:19 PM,0,863,Andrew,Roach,302,302,0,0,0
8,EHH-8,3652,DE Inland Bay/Bay Coast,402963,Interior Drainage,Info and Data Analysis,1,"Uncertainty of impacts of alternatives to interior drainage systems, and adjustments that may be necessary to incorporate.",2,Unlikely,Unlikely (30% to 50%),,,,4,Engineering - Hydrology and Hydraulics,EHH,863,,5,Other,,5,2,0,15000,50000,,0,25,250,,3,1,1,Active,5,Pre-Construction Engineering and Design (PED),10,10,Concept Design Phase (35%),5/12/2023 3:04 PM,0,863,Andrew,Roach,302,302,0,0,0
9,PLE-9,3652,DE Inland Bay/Bay Coast,402963,Identification of economic study area,Info and Data Analysis,1,Structures not included in structure inventory could incur damage.,2,Unlikely,Unlikely (30% to 50%),Using combined NSI and sponsor data for study area.  May miss structures incurring damage outside of study area.  ,,,15,Planning - Economics,PLE,863,,5,Other,,5,2,0,5000,50000,,0,5,25,,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,5/12/2023 3:17 PM,0,863,Andrew,Roach,302,302,0,0,0
10,PLE-10,3652,DE Inland Bay/Bay Coast,402963,Structure Characteristics,Info and Data Analysis,1,"NSI and local structure data may not accurately characterize the structure characteristics such as type of structure, first floor elevation, etc.  Many structures have been elevated in the study area and this condition may not be captured in data.",3,Likely,Likely (50% to 70%),,,,15,Planning - Economics,PLE,863,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,4/28/2023 2:39 PM,0,863,Andrew,Roach,299,299,0,0,0
11,EHH-11,3652,DE Inland Bay/Bay Coast,402963,Sea Level Change Impacts to the Floodplain,Info and Data Analysis,1,There is a significant difference in preliminary curves at the low/intermediate/ and High SLC scenarios.  It is possible that the formulation will change depending on the accuracy of the FWOP floodplain at both the 50-year and 100-year horizons.  50-year for quantitative analysis and 100-year for qualitative analysis.,3,Likely,Likely (50% to 70%),"Given the current projections of sea level rise, this risk is likely to impact the plans and implementation of design over time.",,,4,Engineering - Hydrology and Hydraulics,EHH,863,,5,Other,,5,2,0,0,0,,0,0,0,,0,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,5/24/2023 5:50 PM,0,8780,Laura,Searles,299,299,0,1,1
12,OTH-12,3652,DE Inland Bay/Bay Coast,402963,Utilities in the Project Area,Site Conditions,6,"Failure to identify utilities affected by proposed structural solutions may impact schedule, cost, and design. ",1,Very Unlikely,Very Unlikely (5% to 30%),,,,12,Other,OTH,3290,,6,Compliance,,5,2,0,100000,500000,"Dense urban environment, mapping utilities, private and public is not always accurate, or done at all. If utilities are discovered that impact constructability, or implementation, it could increase costs significantly. ",0,180,500,,3,1,1,Active,5,Pre-Construction Engineering and Design (PED),9,9,Project Definition Phase (15%),5/1/2023 12:22 PM,0,8780,Laura,Searles,302,302,0,0,0
13,EGT-13,3652,DE Inland Bay/Bay Coast,402963,Materially different site conditions,Site Conditions,6,Site characterization for potential subsurface construction will not be conducted until the PED Phase. Construction costs could increase significantly depending on subsurface conditions and unanticipated foundation conditions on or off-shore. ,2,Unlikely,Unlikely (30% to 50%),,,,3,Engineering - Geotechnical,EGT,3290,,5,Other,,5,2,0,50000,500000,,0,50,299,"Depending on the alternatives in the Final Array, the Engineering team may need longer to gather enough data for the risk informed design process.  Additionally, the qualitative risk assessment and the CSRA will need to account for the uncertainty of subsurface conditions. If not, the risk of insufficient construction costs may be realized.",3,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,7,Survey and Geotech Characterization,5/1/2023 12:28 PM,0,8780,Laura,Searles,302,302,0,0,0
14,COM-14,3652,DE Inland Bay/Bay Coast,402963,Recommending Features that Cut off access to water,"Stakeholder, Sponsor or Partners",9,Building of structures could reduce access to the water's edge or to existing docks that would impact the recreational use of the areas. Without risk management and comprehensive benefits planning it is likely that NED planning will point to hardening shoreline and blocking access to the water as part of risk management.,2,Unlikely,Unlikely (30% to 50%),,,,20,Public Affairs,COM,3290,,7,Agency Reputational,The worst-case scenario is an unwilling sponsor and a terminated study.  The more likely scenario is going out for public review after TSP and getting significant push-back requiring some reformulation. Reformulation will likely require a second release for NEPA.,5,2,0,9998,50000,Pushback from the communities could cause the plans to be stymied and additional funding spent. ,0,20,70,Pushback from the communities could cause the plans to be stymied and additional funding spent. ,2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,5/24/2023 5:53 PM,0,8780,Laura,Searles,302,302,0,0,0
