"PROJECT_ID","PROJECT_NAME","PROJECT_NAME_1","P2_SUB_IDENTIFIER","RISK_ID","RISK_IDENTIFIER","RISK_TREATMENT_ID","RISK_TREATMENT_IDENTIFIER","RISKOWNERDISCIPLINE","RISKTREATMENTTYPE","PROPOSED_RISK_TREATMENT","COST_IMPACT_RISK_TREATMENT","SCHEDULE_IMPACT_RISK_TREATMENT","RECOMMENDED_BY_PDT","IMPLEMENTED","LOCKSTATUS","EDITDATE"
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",4,"EGT-4",1,"EGT-4-1","Engineering - Geotechnical","Prevention","All existing borings and performance data for the project will be reviewed and utilized to the extent practicable. Conservative assumptions will be applied for feasibility level assessment of any alternatives containing levee improvements / construction and cost risk analysis will be applied and utilized in accordance with the identified risk for various measures and plans considered. Those key assumptions are based upon extensive experience at other projects along the Missouri River and include the use of underseepage berms and sand drains at all levee locations and stability berms where levee height exceeds fifteen feet. This effectively transfers the cost of drilling to PED, but does not transfer significant risk of cost overruns due to inadequate site characterization because of the adopted conservative assumptions. This approach has been well coordinated between District and Division geotechnical staff.  An additional $400k and 3 months were added to the study to conduct limited d",400000,90,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",18,"EGT-18",1,"EGT-18-1","Engineering - Geotechnical","Transfer/Share","Continue to work with env and others to ID nearby borrow areas that can be used without damaging F&W resources (or possibly providing an EQ boost)",0,0,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",22,"EGT-22",1,"EGT-22-1","Engineering - Geotechnical","Transfer/Share","The original scope included approx.. $1.9M in drilling,
lab testing and borrow area investigations. The work was limited only to those areas
where limited or no subsurface information is available. Scope reduction was achieved
by adopting the following assumptions. This is believed to be a conservative approach
based on recent experience in other areas along the Missouri River and has been closely
coordinated between District and Division staff with extensive MO River geotechnical
experience. This transfers the cost of drilling to PED, but due to the conservative
assumptions does not transfer an undue amount of risk of future cost over-runs.
-Random borrow could come from riverside areas, abandoned levee alignments,
some potentially from MRRP sites
- Impervious borrow – likely need some help from sponsor, some test pits at
minimum . Hillside borrow locations shown in 1955 MRLS plans may still be an option.
- Underseepage Berms (300’ wide, 3’ thick at levee toe, 1’ thick at berm toe) at",0,0,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",3,"EHH-3",1,"EHH-3-1","Engineering - Hydrology and Hydraulics","Prevention","The PDT is undertaking a two-phased hydrologic approach to include in-depth clime change assessments and utilizing a two dimensional HEC-RAS model to better understand how water moves through the project area under differing flood scenarios.  Induced impacts will be assessed within the floodway, and additional survey information will be obtained where needed to ensure that the hydraulic model is producing accurate results.  An additional $1.8M and 14 month time increase is provided in order to support risk management of this risk. ",1800000,425,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",8,"EHH-8",1,"EHH-8-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Approved budget, scope & schedule provides sufficient time and funding for additional topo survey sufficient to develop the hydraulic model and assess alternatives",300000,45,0,0,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",19,"EHH-19",1,"EHH-19-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Explain why NE levees do not need to be considered (beyond consideration of induced impacts) or expand scope to include",300000,180,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",21,"EHH-21",1,"EHH-21-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Develop a HEC-RAS 2d model from the beginning (1d does not provide sufficient granularity to be useful due to out of bank flow).  Ensure that topo is sufficiently accurate and the model calibrated to provide meaningful / reliable results.",0,0,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",9,"EHH-9",1,"EHH-9-1","Engineering - Hydrology and Hydraulics","Transfer/Share","Assume that approved budget, scope & schedule provides sufficient time and funding to accommodate additional engineering guidance / regulation / policy",150000,30,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",2,"PLP-2",1,"PLP-2-1","Planning - Plan Formulation","Prevention","Conduct initial sponsor and outreach events, clear communication of project location and scope, tie modeling back into the system plan model, increase the real estate effort due to large private landownership, hold more VT meetings for alignment, and clearly communicate floodway regulations. The team will screen alternatives with modeling to ensure no negative impacts to the opposite bank or upstream and downstream of the study location. Project was scoped with an additional $1.6M cost and 4 month time increase to support risk management of this risk.  An IEPR was also scoped at a cost of $200k (included in the $1.6M figure).",1600000,120,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",5,"PLP-5",1,"PLP-5-1","Planning - Plan Formulation","Prevention","Additional alternatives, cost assessments, model runs and iterations are included to address the work involved in developing the locally preferred plan.  More VT meetings are included, as is frequent communication with partners & stakeholders on results.  Consideration is given to the need for a waiver submittal.  Life loss and risk is assessed using an abbreviated SQRA.  New quantitative assessment tools for agricultural benefits are considered through close coordination with System Plan efforts and coordination with the Food and Agricultural Policy Research Institute (FAPRI).  An additional $800k and 3 months was included in the scope to support risk management of this risk. ",800000,90,0,0,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",12,"PLP-12",1,"PLP-12-1","Planning - Plan Formulation","Transfer/Share","Assume that approved budget, scope & schedule provides sufficient time and funding for the cost engineer to provide estimates for a reasonable number of alternatives",250000,60,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",16,"PLP-16",1,"PLP-16-1","Planning - Plan Formulation","Transfer/Share","Hope that no significant new directives come out during the course of the study.",300000,180,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",20,"PLP-20",1,"PLP-20-1","Planning - Plan Formulation","Transfer/Share","Ensure that early / provisional information is used properly, i.e. not misused to descope or shut down the project prematurely",0,0,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",6,"PLE-6",1,"PLE-6-1","Planning - Economics","Transfer/Share","PDT required to provide information to vertical chain that supports a waiver to NED plan selection on the basis of comprehensive benefits when no RM alternative achieves a BCR > 1.0.  PDT will provide multiple white papers; prepare for and attend multiple issue resolution calls; and modify feasibility study documentation (main report and appendices) to provide information requested by the vertical team to support a waiver to NED plan selection. Likely to Very Likely probability of occurrence.  That covers 30% to 90% chance of coming to pass.  Cost impact is 60k-100k. + 1.5mo  to schedule",60000,45,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",17,"PLE-17",1,"PLE-17-1","Planning - Economics","Transfer/Share","Ensure that economists consider all of the benefit categories, including those that maybe be unfamiliar but valuable e.g. grain bins / commodity, machinery., etc. ",100000,60,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",10,"PRM-10",1,"PRM-10-1","Project Management","Transfer/Share","Assume that approved budget, scope & schedule provides sufficient time and funding for RR coordination",260000,180,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",13,"PRM-13",1,"PRM-13-1","Project Management","Transfer/Share","Hope that a major flood doesn't happen during feas study.",0,365,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",14,"PRM-14",1,"PRM-14-1","Project Management","Transfer/Share","Hope that rates don't increase beyond what was projected in current budget",50000,0,1,1,0,18-OCT-23
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS","Lower Missouri Holt Cty, MO and Doniphan Cty, KS","",15,"PRM-15",1,"PRM-15-1","Project Management","Transfer/Share","Hope that budget  /schedule provides sufficient resources to address unkonwn unknowns as they come up",970000,0,1,1,0,18-OCT-23
4731,"Columbia River Turning Basins","Columbia River Turning Basins","",1,"PLE-1",1,"PLE-1-1","Planning - Economics","Transfer/Share","Current analysis supports the selection of the design vessel.  ",0,0,0,0,0,07-MAR-24
4731,"Columbia River Turning Basins","Columbia River Turning Basins","",2,"PLE-2",1,"PLE-2-1","Planning - Economics","Transfer/Share","Project is currently justified under projected conditions.  The most likely change in fleet mix would result in realization of higher benefits.",0,0,0,0,0,07-MAR-24
3576,"Owyhee","Owyhee","",1,"PLN-1",1,"PLN-1-1","Planning - Environmental","Transfer/Share","Will still be able to capture habitat benefits, but limited to seasonal habitat. PDT anticipating more discussion with NFS to understand if there will ever be more opportunity in the future to apply all year round habitat. ",0,0,0,0,0,02-FEB-23
3971,"Homer Navigation Improvements","Homer Navigation Improvements","",8,"EHH-8",1,"EHH-8-1","Engineering - Hydrology and Hydraulics","Prevention","Based on modeling data, modify concept/design of alternatives to mitigate impact to sediment circulation (e.g., sediment/aquatic organism passage, shape of break waters, etc). ",1,1,0,0,0,03-AUG-23
3971,"Homer Navigation Improvements","Homer Navigation Improvements","",16,"PLP-16",1,"PLP-16-1","Planning - Plan Formulation","Avoidance","USACE has increased engagement with sponsor and public in order to reach consensus on this issue.",0,0,0,0,0,23-OCT-23
3971,"Homer Navigation Improvements","Homer Navigation Improvements","",2,"PLN-2",1,"PLN-2-1","Planning - Environmental","Avoidance","Request an ESA/MMPA Policy Waiver to extend ESA/MMPA compliance into PED. Application process takes up to 5-8 months upon complete application to complete for Incidental Harassment Authorization (IHA) and 9-15 for a Letter of Authorization (LOA). The ESA Section 7 consultation process is not initiated until ITA is through public comment period and then has 135 days to be completed by NMFS/USFWS. If certain information is not available in time to complete necessary consultations, then there is risk of schedule delay in PED but not in feasibility,",0,0,1,0,0,03-AUG-23
3971,"Homer Navigation Improvements","Homer Navigation Improvements","",6,"PLN-6",1,"PLN-6-1","Planning - Environmental","Prevention","Mitigation will be required in order to address environmental impacts to habitat and/or species that would be impacted by the action alternatives in order to reduce risk of strong aversion from the community. Appropriate permits will be required depending on severity, timing, and location of impacts to specific resources.  Budget and schedule impacts fully depend on the alternatives. Current schedule and budget was based on current array of alternatives, thus response method should not increase nor decrease scope.",0,0,1,0,0,03-AUG-23
3971,"Homer Navigation Improvements","Homer Navigation Improvements","",4,"PLN-4",1,"PLN-4-1","Planning - Environmental","Prevention","If the group runs as it is proposed, it will be beneficial to the project as it will facilitate information/data gathering and sharing of experience from the community. However, the establishment of this group is mainly to proactively address aversion from the community early on in the process. ",60000,0,0,1,0,21-JUL-23
