PROJECT_ID,PROJECT_NAME,P2_SUB_IDENTIFIER,RISK_ID,RISK_IDENTIFIER,RISK_TREATMENT_ID,RISK_TREATMENT_IDENTIFIER,RISKOWNERDISCIPLINE,RISKTREATMENTTYPE,PROPOSED_RISK_TREATMENT,COST_IMPACT_RISK_TREATMENT,SCHEDULE_IMPACT_RISK_TREATMENT,RECOMMENDED_BY_PDT,IMPLEMENTED,LOCKSTATUS,EDITDATE
4553,Rio Chama Acequia Association: Chamita Diversion,NA,2,ECV-2,1,ECV-2-1,Engineering - Civil,Transfer/Share,The probable outcome is that the sediment trap will need to be redesigned and replaced. This causes no delay to the current design plan and timeframe. ,200000,0,0,0,0,1/2/2024 7:35 PM
4277,City of Norfolk CSRM,NA,26,PLE-26,1,PLE-26-1,Planning - Economics,Prevention,"Use the best information and methods to estimate nonstructural implementation costs to ensure that the BCR for each structure is as accurate as possible. 

Costs for historical structures were based off of recent local nonstructural measures done on historical properties. Costs for elevating structures with a slab and mobile homes were taken from a New Orleans study after adjusting the locality cost for the Norfolk area using RSMeans. Costs for basement fills were taken from a Lycoming County, PA study for USACE and adjusted for Norfolk area using RSMeans.",0,0,1,1,0,10/26/2023 3:30 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,13,RLE-13,1,RLE-13-1,Real Estate,Avoidance,Use available models and tools to provide adequate information to conduct accurate habitat impacts assessments to compare impacts across  alternatives to determine mitigation requirements. ,0,0,0,0,0,12/4/2023 7:35 PM
4231,Boone Siphon,NA,3,CNT-3,1,CNT-3-1,Contracting,Prevention,Avoid issues in construction by addressing them during design. Host a meeting to ID the bare minimum section that MUST conform to UFGS. Hae USACE PDT member make recommendations and spell out formatting requirements for AE. ,5000,60,1,0,0,11/20/2023 8:38 PM
2847,Biscayne Bay & Southeastern Everglades Ecosystem Restoration,NA,26,ECV-26,1,ECV-26-1,Engineering - Civil,Accept,Discuss and obtain approval for design requirement with SAD and HQ.,10000,90,1,0,0,11/3/2023 8:57 PM
2847,Biscayne Bay & Southeastern Everglades Ecosystem Restoration,NA,32,PLN-32,1,PLN-32-1,Planning - Environmental,Avoidance,"Coordination ongoing with USACE and SFWMD OC. 
",10000,30,1,0,0,11/3/2023 9:33 PM
4231,Boone Siphon,NA,3,CNT-3,2,CNT-3-2,Contracting,Transfer/Share,Its too late to change it now and we will only delay the schedule by changing things. Let it ride...,500000,300,0,0,0,11/20/2023 8:40 PM
4231,Boone Siphon,NA,3,CNT-3,3,CNT-3-3,Contracting,Avoidance,Force AE to change everything into UFGS specs.,50000,180,0,0,0,11/20/2023 8:39 PM
4552,Turley-Manzanarez,NA,3,PRM-3,1,PRM-3-1,Project Management,Accept,"If the agreement cannot be executed in time, this issue will need to be escalated to garner interest and work to complete its execution.",1400000,100,0,0,0,1/2/2024 7:05 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,14,RLE-14,1,RLE-14-1,Real Estate,Avoidance,"Closely coordinating w/ local 
stakeholders and other agencies",0,0,0,0,0,12/4/2023 7:38 PM
4551,La Joya Phase V,NA,3,LGL-3,1,LGL-3-1,Office of Counsel,Accept,"If PPA cannot be completed in a timely fashion, will need to escalate to get visibility on the delay is it would result in the miss of contract award. ",337185,100,0,0,0,1/2/2024 7:13 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,16,RLE-16,1,RLE-16-1,Real Estate,Transfer/Share,"High Cost and Schedule increase if a utility line is found to be w/in the deepening/widening area and relocation is necessary by Atty Opinion of Compensability.  Unforeseen pipelines may be unavoidable, and in this case, the recommendation is to accept the risk and proceed.",500000,365,0,0,0,12/6/2023 2:31 PM
4431,Rock Cut Lower Dam Overhaul,NA,4,EPE-4,1,EPE-4-1,Construction - Project Engineer,Prevention,Consider shoring of existing structure during 35-65% design phase.,0,30,1,1,0,1/9/2024 10:17 PM
4431,Rock Cut Lower Dam Overhaul,NA,4,EPE-4,2,EPE-4-2,Construction - Project Engineer,Prevention,"Include plan to shore existing structure in final plans, specs, and ECIFP.",0,30,0,1,0,1/9/2024 10:16 PM
4162,"Raritan Bay and Sandy Hook Bay, NJ Coastal Storm Risk Management Project",NA,17,PLE-17,1,PLE-17-1,Planning - Economics,Prevention,Perform Life Safety Risk Analysis to estimate potential changes to life safety risk due to changes in the study area. LifeSim will be used to estimate life loss in the FWOP and with project scenarios.,0,0,1,0,0,10/25/2023 8:29 PM
4162,"Raritan Bay and Sandy Hook Bay, NJ Coastal Storm Risk Management Project",NA,17,PLE-17,2,PLE-17-2,Planning - Economics,Prevention,"PFMA to determine when existing flood protection measures,specifically the tide-gate, are expected to fail.",0,0,1,0,0,10/25/2023 8:29 PM
4151,"Norfolk Harbor, VA, Anchorage F Limited Reevaluation Report",NA,13,PLC-13,1,PLC-13-1,Planning - Cultural Resources,Transfer/Share,A programmatic agreement was drafted to defer archaeological surveys and mitigation plans until the PED phase. ,1,1,0,0,0,2/11/2024 8:30 PM
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",NA,21,RLE-21,1,RLE-21-1,Real Estate,Transfer/Share,"New way of determining RE value for easements. Will adds costs to the recommended plan, benefit-cost evaluation and cost-share for the project",30000,0,1,0,0,2/28/2024 6:51 PM
5452,Town of Davy Phase 1 Sewer Project,NA,4,PGM-4,1,PGM-4-1,Programs Management,Avoidance,"Early coordination with Sponsor to request necessary information for the US FWS review
",0,22,0,0,0,7/10/2024 1:11 PM
4234,The Hoosic River,NA,12,PLN-12,1,PLN-12-1,Planning - Environmental,Prevention,Coordination with Massachusetts state agencies will continue and hopefully shorten time to the aquisition of the water quality cert. ,3000,30,0,0,0,7/11/2024 2:55 PM
4373,Lafitte Area Flood and Coastal Storm Risk Management Feasibility Study,NA,10,ECS-10,3,ECS-10-3,Engineering - Cost,Prevention,"The project delivery team presented the initial array of alternatives in conformance with USACE guidance and standards and a proposed plan to screen to a focused array of alternatives. This plan included the utilization of data from the 2015 Donaldsonville to the Gulf Study HEC-FDA modeling which contained estimated annual damages for reaches where the project delivery team proposes the use of structural features. Estimated annual damages were indexed to 2024 estimated costs in order to determine affordability. Rough order of magnitude costs were compiled for the proposed structural features based on other USACE authorized projects occurring adjacent to the study area. The results indicated that most structural features were not justifiable based on National Economic Development alone. The vertical team determined that the risk associated with the assumptions of the project delivery team?s evaluation was high due to the use of existing modeling data. As a result, the initial array of ",3800000,561,0,0,0,3/4/2024 10:40 PM
5352,"Little Miami River, Loveland, Ohio CAP Sec. 14",NA,1,RLE-1,1,RLE-1-1,Real Estate,Prevention,"Though ""Unlikely"" was chosen, if there is an additional disposal site needed or laydown area, the Archaeologist can assess if there would be any adverse impact before proceeding to use the site. Once this is assessed, an MFR would be written to discuss this and be signed for record by the COL. ",8000,30,1,0,0,7/16/2024 5:24 PM
5532,Danville Wastewater Treatment Plant Improvement Project,NA,7,PRM-7,1,PRM-7-1,Project Management,Transfer/Share,Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.,500,0,0,0,0,7/22/2024 3:15 PM
5152,"Chicago Shoreline, IL",NA,8,ECS-8,1,ECS-8-1,Engineering - Cost,Prevention,Work with  Cost and engineering to develop appropriate level of detail in feasibility level design to reduce design uncertainty.,100000,0,0,0,0,7/22/2024 8:43 PM
5517,Crab Creek Water Treatment Improvements,NA,5,PRM-5,1,PRM-5-1,Project Management,Prevention,Early coordination with Sponsor to request necessary information for the US FWS review.,500,22,0,0,0,7/22/2024 5:43 PM
3691,"San Diego County Shoreline - Oceanside, CA, Mitigation Study",NA,12,EHH-12,1,EHH-12-1,Engineering - Hydrology and Hydraulics,Transfer/Share,Tolerate the risk. Cost impacts due to potential FWP deviation from model predictions would not be significantly reduced with increased analysis and evaluation.,0,0,0,0,0,2/11/2024 11:37 PM
5517,Crab Creek Water Treatment Improvements,NA,5,PRM-5,2,PRM-5-2,Project Management,Prevention,Early coordination with Sponsor to request necessary information for the US FWS review.,500,22,0,0,0,7/22/2024 5:43 PM
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS",NA,8,EHH-8,1,EHH-8-1,Engineering - Hydrology and Hydraulics,Transfer/Share,"Approved budget, scope & schedule provides sufficient time and funding for additional topo survey sufficient to develop the hydraulic model and assess alternatives",300000,45,0,0,0,10/18/2023 4:35 PM
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS",NA,10,PRM-10,1,PRM-10-1,Project Management,Transfer/Share,"Assume that approved budget, scope & schedule provides sufficient time and funding for RR coordination",260000,180,1,1,0,10/18/2023 4:41 PM
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS",NA,16,PLP-16,1,PLP-16-1,Planning - Plan Formulation,Transfer/Share,Hope that no significant new directives come out during the course of the study.,300000,180,1,1,0,10/18/2023 5:02 PM
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS",NA,17,PLE-17,1,PLE-17-1,Planning - Economics,Transfer/Share,"Ensure that economists consider all of the benefit categories, including those that maybe be unfamiliar but valuable e.g. grain bins / commodity, machinery., etc. ",100000,60,1,1,0,10/18/2023 5:06 PM
3532,"Lower Missouri Holt Cty, MO and Doniphan Cty, KS",NA,18,EGT-18,1,EGT-18-1,Engineering - Geotechnical,Transfer/Share,Continue to work with env and others to ID nearby borrow areas that can be used without damaging F&W resources (or possibly providing an EQ boost),0,0,1,1,0,10/18/2023 5:11 PM
4162,"Raritan Bay and Sandy Hook Bay, NJ Coastal Storm Risk Management Project",NA,10,EHH-10,1,EHH-10-1,Engineering - Hydrology and Hydraulics,Transfer/Share,Use NACCS H&H data for G2CRM modeling.,0,0,0,1,0,9/12/2023 2:57 PM
4162,"Raritan Bay and Sandy Hook Bay, NJ Coastal Storm Risk Management Project",NA,11,EHH-11,1,EHH-11-1,Engineering - Hydrology and Hydraulics,Transfer/Share,Tolerate risk and proceed. Continue coordinating with NAN to identify sand sources.,0,0,0,1,0,9/12/2023 3:05 PM
4162,"Raritan Bay and Sandy Hook Bay, NJ Coastal Storm Risk Management Project",NA,14,PLN-14,1,PLN-14-1,Planning - Environmental,Transfer/Share,Identified CBRA sites using USFWS data.,0,0,0,1,0,9/12/2023 3:31 PM
4162,"Raritan Bay and Sandy Hook Bay, NJ Coastal Storm Risk Management Project",NA,21,PLP-21,1,PLP-21-1,Planning - Plan Formulation,Prevention,Align planning areas according to potential solutions and existing conditions to avoid implementation complications.,0,0,1,0,0,5/1/2024 3:29 PM
4162,"Raritan Bay and Sandy Hook Bay, NJ Coastal Storm Risk Management Project",NA,20,PLN-20,1,PLN-20-1,Planning - Environmental,Transfer/Share,Preliminary assessment of structural alternatives and their effects on rating per new planning area(s).,0,0,1,0,0,5/1/2024 3:46 PM
4451,FY26 Child Development Center,NA,1,PLN-1,1,PLN-1-1,Planning - Environmental,Accept,The completion of the Environmental Assessment risk should be elevated immediately in order to complete the EA and perform site cleanup prior to contract solicitation and award.,0,0,1,0,0,12/16/2023 2:21 AM
4431,Rock Cut Lower Dam Overhaul,NA,1,PRM-1,1,PRM-1-1,Project Management,Prevention,Watchfulness aimed at early identification of tasks at risk for delay along with clear and consistent communication within the design team. ,0,0,1,0,0,12/19/2023 2:44 PM
4211,Ohio Riverfront Cincinnati,NA,12,PRM-12,1,PRM-12-1,Project Management,Prevention,"Early data collection during feasibility will inform team of where utilities could possibly be located so that these can be avoided in design. 
",0,0,0,0,0,10/10/2023 12:45 PM
4211,Ohio Riverfront Cincinnati,NA,13,EPE-13,1,EPE-13-1,Construction - Project Engineer,Prevention,"Consider alternate haul routes or staging areas 
",0,0,0,0,0,10/10/2023 1:00 PM
4552,Turley-Manzanarez,NA,1,OTH-1,1,OTH-1-1,Other,Transfer/Share,Tech lead has the team starting on the design and drawing changes. The TL feels confident this will not hinder the project progress.,0,25,0,0,0,1/2/2024 6:47 PM
4552,Turley-Manzanarez,NA,2,ECS-2,1,ECS-2-1,Engineering - Cost,Transfer/Share,"Acceptable risk, some time and money may be involved but to move project forward the update needs to happen.",1500,10,0,0,0,1/2/2024 6:51 PM
4135,Lee County Conservation Board CAP Sec 204,NA,4,OPS-4,1,OPS-4-1,Operations,NA,"Working with H&H and Forester, we will design the project to an elevation that will allow us to achieve successful vegetation. A cover crop planting would follow capping of dredged material to support colonization during the first growing season.",0,0,1,1,0,1/9/2024 7:01 PM
4131,Matagorda ship Channel Improvements,NA,7,PLE-7,1,PLE-7-1,Planning - Economics,Transfer/Share,The study team will track the progress of the case and update this risk register accordingly. The study team may adjust key study assumptions as more information comes available.,0,0,1,1,0,1/24/2024 8:55 PM
4162,"Raritan Bay and Sandy Hook Bay, NJ Coastal Storm Risk Management Project",NA,19,PLP-19,1,PLP-19-1,Planning - Plan Formulation,Accept,3x3x3 Waiver Exemption and update additional resource request for more time and funding.,0,0,1,0,0,5/1/2024 3:45 PM
235,"PECKMAN RIVER BASIN, NJ",NA,3,PRM-3,1,PRM-3-1,Project Management,Prevention,"Stakeholder concerns regarding type and location of features will be mitigated to the extent permitted by environmental, hydraulic, and construction constraints.

Assume $25000 in PM costs to negotiate these concerns.",25000,30,1,0,0,2/7/2024 4:44 PM
3574,Lower Missouri River Jefferson City L-142,NA,12,PLE-12,1,PLE-12-1,Planning - Economics,Prevention,Early identification of who benefits in FWOP development,10000,30,0,0,0,4/14/2023 7:01 PM
4684,Lakewood Park EI - Culvert 1 Replacement,NA,2,PRM-2,1,PRM-2-1,Project Management,Transfer/Share,"While unique, the City of Atlanta is authorized to contract out the design as an in-kind contribution in accordance with the PPA. USACE has delivered expectations multiple times in advance of the City of Atlanta executing a design contract.",0,90,0,0,0,2/14/2024 4:58 PM
5052,IRI North Jetty Repair,NA,1,EGT-1,1,EGT-1-1,Engineering - Geotechnical,Transfer/Share,PDT and Customer accept that future repairs will be needed earlier than preferred,15000000,120,1,1,0,5/1/2024 6:05 PM
4375,Tennessee Tombigbee and Black Warrior Tombigbee Waterway Navigation Improvement Study,NA,21,PLE-21,1,PLE-21-1,Planning - Economics,Prevention,"semi-quantitative screening of alternatives down sufficiently prior to starting OSE modeling
",0,0,0,0,0,12/4/2023 7:52 PM
4275,Pennsboro Wastewater Collection System Improvements,NA,2,PRM-2,1,PRM-2-1,Project Management,Prevention,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract,1,1,0,0,0,10/24/2023 1:15 PM
4691,Modified Central City - Programmatic,PGM,6,PGM-6,1,PGM-6-1,Programs Management,Prevention,Require all AEs to provide detailed cost estimate to support delineation in betterment costs.  ,0,0,0,0,0,4/23/2024 12:53 PM
4691,Modified Central City - Programmatic,PGM,6,PGM-6,2,PGM-6-2,Programs Management,Mitigation,Conduct an analysis and provide a letter to NFS after every submittal to communicate evaluation of betterments to avoid funding surprises.,0,0,0,0,0,5/21/2024 11:30 PM
4277,City of Norfolk CSRM,NA,23,PLE-23,1,PLE-23-1,Planning - Economics,Prevention,Carefully delineate the line between the areas covered by each model. ,0,0,0,0,0,10/26/2023 2:50 PM
4277,City of Norfolk CSRM,NA,23,PLE-23,2,PLE-23-2,Planning - Economics,Prevention,Use lessons learned from previous applications of each model to inform best practices.,0,0,0,0,0,10/26/2023 2:50 PM
4277,City of Norfolk CSRM,NA,25,PLE-25,1,PLE-25-1,Planning - Economics,NA,Use the best information and methods to estimate nonstructural implementation costs to ensure that the BCR for each structure is as accurate as possible.,0,0,0,0,0,10/26/2023 3:15 PM
